route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
5331_118020,7778020,209,Patrick St - Audley Place - Lotamore,,3,,,
5331_118021,7778020,212,Kent Station - Blackrock - Mahon Point,,3,,,
5331_118022,7778020,213,Lapps Quay (P&R) - Black Ash,,3,,,
5331_118023,7778020,214,Glanmire - City Centre - CUH,,3,,,
5331_118024,7778020,215,Mahon Point - Ballinlough - Cloghroe,,3,,,
5331_118025,7778020,216,Mount Oval - City - Glasheen - CUH,,3,,,
5331_118026,7778020,219,Mahon - Douglas - CUH/ CIT (South Orb),,3,,,
5331_118027,7778020,220,Ballincollig - Douglas - Carrigaline,,3,,,
5331_118028,7778020,223,Cork - Ringaskiddy - Haulbowline,,3,,,
5331_118029,7778020,225,Cork Airport - Haulbowline,,3,,,
5331_118030,7778020,226,Train Stn - Airport - Kinsale,,3,,,
5331_118031,7778020,233,Cork - Macroom,,3,,,
5331_118032,7778020,235,Cork - Rylane - Stuake,,3,,,
5331_118033,7778020,236,Cork - Bantry - Castletownbere,,3,,,
5331_118034,7778020,237,Cork - Skibereen - Goleen,,3,,,
5331_118035,7778020,239,Cork - Bandon,,3,,,
5331_118036,7778020,240,Cork - Cloyne - Ballycotton,,3,,,
5331_118037,7778020,241,Cork - Midelton - Whitegate,,3,,,
5331_118038,7778020,243,Cork - Newmarket/Doneraile/Charleville,,3,,,
5331_118039,7778020,245,Cork - Fermoy - Mitchelstown - Clonmel,,3,,,
5331_118040,7778020,248,Cork - Carrignavar/ Glenville,,3,,,
5331_118041,7778020,257,Macroom - Killarney,,3,,,
5331_118042,7778020,260,Cork - Youghal - Ardmore,,3,,,
5331_118043,7778020,261,Cork - Midelton - Ballincurra,,3,,,
5331_118044,7778020,270,Killarney - Kenmare - Skibbereen,,3,,,
5331_118045,7778020,271,Tralee - Kerry Airport - Killarney,,3,,,
5331_118046,7778020,272,Tralee - Listowel - Tarbert,,3,,,
5331_118047,7778020,275,Tralee - Dingle,,3,,,
5331_118048,7778020,279,Killarney - Cahersiveen - Waterville,,3,,,
5331_118049,7778020,284,Killarney - Tralee,,3,,,
5331_118050,7778020,301,Westbury - Regional Hospital,,3,,,
5331_118051,7778020,302,City Centre - Caherdavin,,3,,,
5331_118052,7778020,303,O'Malley Park - City Centre - Pineview,,3,,,
5331_118053,7778020,304,UL - City Centre - Raheen,,3,,,
5331_118054,7778020,305,Lynwood Pk - City Centre - St Marys Pk,,3,,,
5331_118055,7778020,306,Brookfield - City Centre - Ballynanty,,3,,,
5331_118056,7778020,313,Limerick - Ardnacrusha,,3,,,
5331_118057,7778020,314,Limerick - Foynes - Glin - Ballybunion,,3,,,
5331_118058,7778020,316,Sixmilebridge - Shannon Airport,,3,,,
5331_118059,7778020,317,Limerick - Ennis,,3,,,
5331_118060,7778020,320,Limerick - Charleville,,3,,,
5331_118061,7778020,321,Limerick - Rathkeale - Newcastlewest,,3,,,
5331_118062,7778020,323,Limerick - Killaloe - Nenagh - Birr,,3,,,
5331_118063,7778020,324,Nenagh - Borrisokane - Kilbarron,,3,,,
5331_118064,7778020,328,Limerick - Mitchellstown,,3,,,
5331_118065,7778020,329,Limerick - Bruff - Kilfinane,,3,,,
5331_118066,7778020,330,Ennis - Shannon Airport,,3,,,
5331_118067,7778020,332,Limerick - Dundrum,,3,,,
5331_118068,7778020,333,Limerick - Ennis - Corofin - Doonbeg,,3,,,
5331_118069,7778020,336,Limerick - Ennis - Kilrush - Kilkee,,3,,,
5331_118070,7778020,343,Limerick - Shannon Airport,,3,,,
5331_118071,7778020,345,Limerick - Killaloe - Scariff,,3,,,
5331_118072,7778020,347,Limerick - Tipperary,,3,,,
5331_118073,7778020,350,Galway - Kinvara - Doolin - Ennis,,3,,,
5331_118074,7778020,354,Portlaw - Waterford - Dunmore East,,3,,,
5331_118075,7778020,355,Waterford - Cahir,,3,,,
5331_118076,7778020,360,Waterford - Tramore,,3,,,
5331_118077,7778020,362,Waterford - Dungarvan,,3,,,
5331_118078,7778020,365,Waterford - Thomastown,,3,,,
5331_118079,7778020,370,Waterford - New Ross - Wexford,,3,,,
5331_118080,7778020,371,New Ross - Adamstown - Wexford,,3,,,
5331_118081,7778020,372,New Ross - Foulksmills - Wexford,,3,,,
5331_118082,7778020,373,New Ross - Fethard - Wexford,,3,,,
5331_118083,7778020,374,New Ross - Kilkenny,,3,,,
5331_118084,7778020,378,Wexford - Churchtown,,3,,,
5331_118085,7778020,379,Wexford - Curracloe - Gorey,,3,,,
5331_118086,7778020,381,Wexford - Blackhall,,3,,,
5331_118087,7778020,382,Adamstown - Wexford,,3,,,
5331_118088,7778020,420,Ballina - Pontoon - Castlebar,,3,,,
5331_118089,7778020,421,Swinford - Claremorris,,3,,,
5331_118090,7778020,422,Headford - Castlebar,,3,,,
5331_118091,7778020,440,Knock Airport - Westport - Dooagh,,3,,,
5331_118092,7778020,445,Ballina - Killala - Ballycastle,,3,,,
5331_118093,7778020,446,Ballina - Blacksod,,3,,,
5331_118094,7778020,447,Finea - Castlepollard - Mullingar,,3,,,
5331_118095,7778020,448,Shandonagh - Ballynacargy - Mullingar,,3,,,
5331_118096,7778020,450,Dooagh - Louisburgh,,3,,,
5331_118097,7778020,451,Ballina - Charlestown - Longford,,3,,,
5331_118098,7778020,456,Galway - Westport - Ballina,,3,,,
5331_118099,7778020,458,Sligo - Enniscrone - Ballina,,3,,,
5331_118100,7778020,461,Sligo - Roscommon - Athlone,,3,,,
5331_118101,7778020,462,Carrigallen - Ballinamore - Sligo,,3,,,
5331_118102,7778020,464,Carrigallen - Eniskillen,,3,,,
5331_118103,7778020,465,Carrigallen - Cavan,,3,,,
5331_118104,7778020,466,Athlone - Longford,,3,,,
5331_118105,7778020,468,Strokestown - Carrick on Shannon,,3,,,
5331_118106,7778020,469,Sligo - Drumkeeran - Longford,,3,,,
5331_118107,7778020,470,Sligo - Glenfarne - Rossinver,,3,,,
5331_118108,7778020,S2,Strandhill - Rosses Point,,3,,,
5331_118109,7778020,S3,Finisklin Sth - Markievicz Rd,,3,,,
5331_118110,7778020,476,Killavil - Ballymote - Tubbercurry,,3,,,
5331_118111,7778020,S1,Cartron - Sligo Town Centre - Cairns,,3,,,
5331_118112,7778020,479,Aclare - Coolaney - Sligo,,3,,,
5331_118113,7778020,480,Sligo - Donegal - Letterkenny - Derry,,3,,,
5331_118114,7778020,487,Strabane - Raphoe - Letterkenny,,3,,,
5331_118115,7778020,490,Donegal - Killybegs - Glencolumbcille,,3,,,
5331_118116,7778020,491,Letterkenny - Ballybofey,,3,,,
5331_118117,7778020,492,Donegal - Glenties - Dungloe,,3,,,
5331_118118,7778020,494,Strabane - Ballybofey,,3,,,
5331_118119,7778020,519,Cork - Charleville,,3,,,
5331_118120,7778020,100X,Wilton Tce - Airport - Dundalk,,3,,,
5331_118121,7778020,115C,Enfield - Killucan - Mullingar,,3,,,
5331_118122,7778020,174A,Long Walk - Fatima,,3,,,
5331_118123,7778020,174B,Long Walk - Bay Estate,,3,,,
5331_118124,7778020,175A,Cavan - Clones - Monaghan,,3,,,
5331_118125,7778020,D4,Southgate SC - Ballymakenny,,3,,,
5331_118126,7778020,D5,Colpe Road - Termonabbey,,3,,,
5331_118127,7778020,209A,City Centre - Pouladuff - Connolly Rd,,3,,,
5331_118128,7778020,215A,Mahon Point - Boreenmanna Rd - City,,3,,,
5331_118129,7778020,207A,Merchants Quay - Glen Ave - Glenthorn,,3,,,
5331_118130,7778020,CW1,MSD - Tyndall College,,3,,,
5331_118131,7778020,CW2,Barrow Valley RPK - Business Park,,3,,,
5331_118132,7778020,D1,Drogheda - Laytown,,3,,,
5331_118133,7778020,D2,Drogheda - Coast Road - Laytown,,3,,,
5331_118134,7778020,226X,Kinsale - UCC,,3,,,
5331_118135,7778020,323X,Limerick - Birr - Athlone,,3,,,
5331_118136,7778020,330X,Limerick - Ennis,,3,,,
5331_118137,7778020,317A,Limerick - Ennis,,3,,,
5331_118138,7778020,305A,CC - St.Marys Park - CC,,3,,,
5331_118139,7778020,202A,Ringmahon - City - Hollyhill (Apple),,3,,,
5331_118140,7778020,220A,South Mall - Fountainstown,,3,,,
5331_118141,7778020,225L,Carrigaline - NMCI,,3,,,
5331_118142,7778020,31,Parnell Place - Knockraha,,3,,,
5331_118143,7778020,360A,Waterford - WIT - Tramore,,3,,,
5331_118144,7778020,279A,Waterville - Caherciveen - Killarney,,3,,,
5331_118145,7778020,220X,Ovens - Carrigaline - Crosshaven,,3,,,
5331_118146,7778020,101X,Wilton Tce - Drogheda - Termon Abbey,,3,,,
5331_118147,7778020,245X,Busaras - Fermoy - Cork,,3,,,
5331_118148,7778020,223X,South Mall - Haulbowline,,3,,,
5331_118149,7778020,EK1,Kells - Virginia,,3,,,
5331_118150,7778020,A1,Bellanamulla - Station - Creggan,,3,,,
5331_118151,7778020,A2,Bellanamulla - Station - Creggan,,3,,,
5331_118152,7778020,107,Dublin - Navan - Nobber - Kingscourt,,3,,,
5331_118153,7778020,109,Dublin - Navan - Kells - Cavan,,3,,,
5331_118154,7778020,110D,DCU - Kennedy Road,,3,,,
5331_118155,7778020,111,Wilton Tce - Trim - Granard - Cavan,,3,,,
5331_118156,7778020,187,Kells - Virginia - Ballyjamesduff,,3,,,
5331_118157,7778020,401,Parkmore Road - Doctor Mannix Road,,3,,,
5331_118158,7778020,402,Seacrest - Eyre Square - Merlin Park,,3,,,
5331_118159,7778020,404,Eyre Square - Newcastle,,3,,,
5331_118160,7778020,405,Rahoon - Eyre Square - Ballybane,,3,,,
5331_118161,7778020,407,Eyre Square - Bóthar an Chóiste,,3,,,
5331_118162,7778020,409,Eyre Square - An Pháirc Mhór,,3,,,
5331_118163,7778020,417,Galway - Corofin Cross - Tuam,,3,,,
5331_118164,7778020,419,Galway - Clifden,,3,,,
5331_118165,7778020,423,Westport - Clifden,,3,,,
5331_118166,7778020,424,Galway - Lettermullen,,3,,,
5331_118167,7778020,425,Galway - Roscommon - Longford,,3,,,
5331_118168,7778020,429,Galway - Tuam - Castlerea,,3,,,
5331_118169,7778020,434,Galway - Gort,,3,,,
5331_118170,7778020,109A,DCU - Airport - Ratoath - Navan,,3,,,
5331_118171,7778020,425A,Galway - Monivea - Mountbellew,,3,,,
5331_118172,7778020,109D,DCU - Trim,,3,,,
5331_118173,7778020,109B,Dublin - Dunshaughlin - Trim,,3,,,
5331_118174,7778020,109X,Dublin - Kells - Cavan Hourly Express,,3,,,
5331_118175,7778020,111A,Delvin - Granard - Cavan,,3,,,
5331_118176,7778020,220C,MTU - Crosshaven,,3,,,
5331_118177,7778020,304A,Raheen - Bus Station - UL,,3,,,
5331_118178,7778020,NX,Dublin Wilton Terrace - Navan,,3,,,
5331_118179,7778020,NV1,Gainstown - Dunville Road,,3,,,
5331_118180,7778020,NV2,Gainstown - Cluster Park,,3,,,
5331_118181,7778020,103X,Dublin - Ashbourne - Duleek - Navan,,3,,,
5331_118182,7778020,105X,UCD - M3 - Ratoath - Ashbourne,,3,,,
5331_118183,7778020,111X,Dublin express - Athboy - Clonmellon,,3,,,
5332_120555,7778019,6,Howth Dart Stn - Lower Abbey Street,,3,,,
5332_120556,7778019,11B,Phoenix Park - Donnybrook,,3,,,
5332_120557,7778019,11,Phoenix Park - Sandyford Business District,,3,,,
5332_120558,7778019,13,Grange Castle - Harristown,,3,,,
5332_120559,7778019,14,Dundrum Luas Stn - Ardlea Rd (Beaumont),,3,,,
5332_120560,7778019,15,Ballycullen Road - Clongriffin,,3,,,
5332_120561,7778019,16,Ballinteer - Dublin Airport,,3,,,
5332_120562,7778019,16D,Airport - Beaumont Village - Ballinteer not,,3,,,
5332_120563,7778019,19,Parnell Square West - Dublin Airport,,3,,,
5332_120564,7778019,23,Merrion Square - Charlestown SC,,3,,,
5332_120565,7778019,24,Merrion Square - Dublin Airport,,3,,,
5332_120566,7778019,27,Jobstown - Clare Hall,,3,,,
5332_120567,7778019,33,Balbriggan - Lower Abbey St,,3,,,
5332_120568,7778019,33D,Portrane - St Stephens Green,,3,,,
5332_120569,7778019,33E,Lwr Abbey St - Portrane - Skerries,,3,,,
5332_120570,7778019,37,Blanchardstown Shopping Centre - Wilton Terrace,,3,,,
5332_120571,7778019,38,Damastown - Burlington Road,,3,,,
5332_120572,7778019,39,Ongar - Burlington Rd,,3,,,
5332_120573,7778019,41,Swords Manor - Lower Abbey Street,,3,,,
5332_120574,7778019,41D,Swords Business Park - Lwr Abbey St,,3,,,
5332_120575,7778019,42,Sand's Hotel Portmarnock - Eden Quay,,3,,,
5332_120576,7778019,43,Talbot Street - Swords Business Park,,3,,,
5332_120577,7778019,44,Enniskerry - DCU,,3,,,
5332_120578,7778019,47,Poolbeg Street - Belarmine,,3,,,
5332_120579,7778019,52,Intel - Ringsend,,3,,,
5332_120580,7778019,53,Dublin Ferryport - Talbot St,,3,,,
5332_120581,7778019,56A,Tallaght - Ringsend Rd,,3,,,
5332_120582,7778019,60,Forbes Street - Tallaght,,3,,,
5332_120583,7778019,65,Poolbeg Street - Blessington/Ballymore,,3,,,
5332_120584,7778019,68,Newcastle / Greenogue Business Pk - Hawkins St,,3,,,
5332_120585,7778019,69,Rathcoole - Hawkins St,,3,,,
5332_120586,7778019,70,Dunboyne - Burlington Rd,,3,,,
5332_120587,7778019,74,Dundrum Luas - Eden Quay,,3,,,
5332_120588,7778019,77A,Citywest - Ringsend,,3,,,
5332_120589,7778019,80,Liffey Valley SC - Palmerston Park,,3,,,
5332_120590,7778019,82,Irishtown - Kiltipper,,3,,,
5332_120591,7778019,99,Phoenix Park - Phoenix Park,,3,,,
5332_120592,7778019,116,Whitechurch - Parnell Square,,3,,,
5332_120593,7778019,118,Kilternan - Eden Quay,,3,,,
5332_120594,7778019,120,Ashtown Station - Parnell St,,3,,,
5332_120595,7778019,122,Drimnagh - Ashington,,3,,,
5332_120596,7778019,130,Talbot Street - Castle Avenue,,3,,,
5332_120597,7778019,38D,IBM Damastown via N3 - Burlington Rd,,3,,,
5332_120598,7778019,142,Portmarnock - UCD (Belfield),,3,,,
5332_120599,7778019,44D,Dundrum - OCS,,3,,,
5332_120600,7778019,150,Rossmore - Hawkins Street,,3,,,
5332_120601,7778019,151,Foxborough (Balgaddy Rd) - Docklands (East Rd),,3,,,
5332_120602,7778019,P29,Adamstown Stn - Ringsend,,3,,,
5332_120603,7778019,X1,Kilcoole - Hawkins Street,,3,,,
5332_120604,7778019,X2,Newcastle - Hawkins Street,,3,,,
5332_120605,7778019,X25,Maynooth - Easton Rd - UCD,,3,,,
5332_120606,7778019,X26,Maynooth - Louisa Bridge - Leeson Street Lower,,3,,,
5332_120607,7778019,X27,Salesian College - Aghards Rd - UCD,,3,,,
5332_120608,7778019,X28,Salesian College - Celbridge Main St - UCD,,3,,,
5332_120609,7778019,X30,Dodsboro - UCD,,3,,,
5332_120610,7778019,X31,River Forest - UCD Belfield,,3,,,
5332_120611,7778019,X32,Kildare Innovation Campus - UCD Belfield,,3,,,
5332_120612,7778019,C1,Adamstown Stn - Sandymount,,3,,,
5332_120613,7778019,C2,Adamstown Stn - Sandymount,,3,,,
5332_120614,7778019,C3,Maynooth - Ringsend,,3,,,
5332_120615,7778019,C4,Maynooth - Ringsend,,3,,,
5332_120616,7778019,C5,Maynooth - Ringsend Night Service,,3,,,
5332_120617,7778019,C6,Maynooth - Celbridge - Ringsend Night Service,,3,,,
5332_120618,7778019,E1,Ballywaltrim - Northwood,,3,,,
5332_120619,7778019,E2,Dun Laoghaire - Harristown,,3,,,
5332_120620,7778019,F1,The Square Tallaght - IKEA,,3,,,
5332_120621,7778019,F2,Charlestown SC - Rossmore,,3,,,
5332_120622,7778019,F3,Charlestown SC - Limekiln Avenue,,3,,,
5332_120623,7778019,G1,Red Cow LUAS - Spencer Dock,,3,,,
5332_120624,7778019,G2,Liffey Valley SC - Spencer Dock,,3,,,
5332_120625,7778019,H1,Baldoyle - Lower Abbey Street,,3,,,
5332_120626,7778019,H2,Malahide - Lower Abbey Street,,3,,,
5332_120627,7778019,H3,Howth Summit - Lower Abbey Street,,3,,,
5332_120628,7778019,N4,Blanchardstown - Point Village,,3,,,
5332_120629,7778019,S2,Sean Moore Road - Heuston Station,,3,,,
5332_120630,7778019,65A,Route 65A Tallaght Sq - Blessington,,3,,,
5332_120631,7778019,15A,Merrion Square - Limekiln Avenue,,3,,,
5332_120632,7778019,27B,Eden Quay - Harristown,,3,,,
5332_120633,7778019,32X,UCD Belfield - Malahide,,3,,,
5332_120634,7778019,38A,Damastown via Navan Rd - Burlington Rd,,3,,,
5332_120635,7778019,39X,Ongar - Burlington Road,,3,,,
5332_120636,7778019,44B,Glencullen - Dundrum Luas,,3,,,
5332_120637,7778019,65B,Poolbeg Street - Citywest,,3,,,
5332_120638,7778019,70D,Dunboyne - DCU,,3,,,
5332_120639,7778019,77X,Citywest - UCD Belfield,,3,,,
5332_120640,7778019,1,Sandymount - O'Connell Street - Santry,,3,,,
5332_120641,7778019,4,Monkstown Avenue - Heuston Station,,3,,,
5332_120642,7778019,7,Brides Glen Luas - Mountjoy Square,,3,,,
5332_120643,7778019,15B,Merrion Square - Stocking Avenue,,3,,,
5332_120644,7778019,41B,Rolestown - Lower Abbey Street,,3,,,
5332_120645,7778019,41X,Swords - UCD Belfield,,3,,,
5332_120646,7778019,7E,Mountjoy Square - Dalkey,,3,,,
5332_120647,7778019,7A,Loughlinstown - Mountjoy Sq,,3,,,
5332_120648,7778019,7B,Shankill - Mountjoy Square,,3,,,
5332_120649,7778019,7D,Dalkey - Mountjoy Square,,3,,,
5332_120650,7778019,27X,Clare Hall - UCD Belfield,,3,,,
5332_120651,7778019,15D,Merrion Square - Whitechurch,,3,,,
5332_120652,7778019,40D,Tyrrelstown - Parnell Street,,3,,,
5332_120653,7778019,40E,Broombridge Luas - Tyrrelstown,,3,,,
5332_120654,7778019,33X,Skerries - Custom House Quay / St Stephen Green,,3,,,
5332_120655,7778019,38B,Damastown via Ballycoolin Ind Est - Burlington Rd,,3,,,
5332_120656,7778019,39A,Ongar - UCD Belfield,,3,,,
5332_120657,7778019,41C,Swords Manor Via River Valley - Lower Abbey St,,3,,,
5332_120658,7778019,42D,Portmarnock - DCU,,3,,,
5332_120659,7778019,51D,Aston Quay - Clondalkin,,3,,,
5332_120660,7778019,27A,Blunden Drive - Eden Quay,,3,,,
5332_120661,7778019,68A,Hawkins Street - Bulfin Road,,3,,,
5332_120662,7778019,69X,Rathcoole - Hawkins St,,3,,,
5332_120663,7778019,L12,Ballywaltrim - Bray Dart Station,,3,,,
5332_120664,7778019,L14,Southern Cross Road - Palermo,,3,,,
5332_120665,7778019,L25,Dun Laoghaire - Dundrum Town Centre,,3,,,
5332_120666,7778019,L53,Liffey Valley - Adamstown Stn,,3,,,
5332_120667,7778019,L54,River Forest - Red Cow Luas,,3,,,
5332_120668,7778019,L58,River Forest - Castletown - Hazelhatch Stn,,3,,,
5332_120669,7778019,L59,River Forest - Celbridge - Hazelhatch,,3,,,
5332_120670,7778019,L89,Broombridge Luas - Toberburr,,3,,,
5334_122335,7778020,115X,Connolly Station - Mullingar Stn,,3,,,
